fecha,zona_prov,letra,w_mean,Año,Valor_USD_Blue_Julio,Salario_USD
2013-12-01,TIERRA DEL FUEGO,B,44640,2013,8.0,5580.0
2013-12-01,TIERRA DEL FUEGO,C,40165,2013,8.0,5020.625
2013-12-01,TIERRA DEL FUEGO,D,50001,2013,8.0,6250.125
2013-12-01,TIERRA DEL FUEGO,E,25365,2013,8.0,3170.625
2013-12-01,TIERRA DEL FUEGO,F,13426,2013,8.0,1678.25
2013-12-01,TIERRA DEL FUEGO,G,19410,2013,8.0,2426.25
2013-12-01,TIERRA DEL FUEGO,H,17039,2013,8.0,2129.875
2013-12-01,TIERRA DEL FUEGO,I,13155,2013,8.0,1644.375
2013-12-01,TIERRA DEL FUEGO,J,20590,2013,8.0,2573.75
2013-12-01,TIERRA DEL FUEGO,K,29024,2013,8.0,3628.0
2013-12-01,TIERRA DEL FUEGO,L,13684,2013,8.0,1710.5
2013-12-01,TIERRA DEL FUEGO,M,12536,2013,8.0,1567.0
2013-12-01,TIERRA DEL FUEGO,N,14621,2013,8.0,1827.625
2013-12-01,TIERRA DEL FUEGO,O,19383,2013,8.0,2422.875
2013-12-01,TIERRA DEL FUEGO,P,12934,2013,8.0,1616.75
2013-12-01,TIERRA DEL FUEGO,Q,18348,2013,8.0,2293.5
2013-12-01,TIERRA DEL FUEGO,R,17116,2013,8.0,2139.5
2013-12-01,TIERRA DEL FUEGO,S,14428,2013,8.0,1803.5
2013-12-01,TIERRA DEL FUEGO,Z,14628,2013,8.0,1828.5
2013-12-01,TUCUMAN,A,5205,2013,8.0,650.625
2013-12-01,TUCUMAN,B,20254,2013,8.0,2531.75
2013-12-01,TUCUMAN,C,14705,2013,8.0,1838.125
2013-12-01,TUCUMAN,D,25670,2013,8.0,3208.75
2013-12-01,TUCUMAN,E,14060,2013,8.0,1757.5
2013-12-01,TUCUMAN,F,5799,2013,8.0,724.875
2013-12-01,TUCUMAN,G,9827,2013,8.0,1228.375
2013-12-01,TUCUMAN,H,13366,2013,8.0,1670.75
2013-12-01,TUCUMAN,I,5907,2013,8.0,738.375
2013-12-01,TUCUMAN,J,16208,2013,8.0,2026.0
2013-12-01,TUCUMAN,K,16724,2013,8.0,2090.5
2013-12-01,TUCUMAN,L,9822,2013,8.0,1227.75
2013-12-01,TUCUMAN,M,8270,2013,8.0,1033.75
2013-12-01,TUCUMAN,N,7624,2013,8.0,953.0
2013-12-01,TUCUMAN,O,10054,2013,8.0,1256.75
2013-12-01,TUCUMAN,P,11937,2013,8.0,1492.125
2013-12-01,TUCUMAN,Q,10307,2013,8.0,1288.375
2013-12-01,TUCUMAN,R,8686,2013,8.0,1085.75
2013-12-01,TUCUMAN,S,9878,2013,8.0,1234.75
2014-01-01,BUENOS AIRES,A,6519,2014,12.6,517.3809523809524
2014-01-01,BUENOS AIRES,B,19966,2014,12.6,1584.6031746031747
2014-01-01,BUENOS AIRES,C,12656,2014,12.6,1004.4444444444445
2014-01-01,BUENOS AIRES,D,31373,2014,12.6,2489.920634920635
2014-01-01,BUENOS AIRES,E,14586,2014,12.6,1157.6190476190477
2014-01-01,BUENOS AIRES,F,6877,2014,12.6,545.7936507936508
2014-01-01,BUENOS AIRES,G,8671,2014,12.6,688.1746031746032
2014-01-01,BUENOS AIRES,H,12076,2014,12.6,958.4126984126984
2014-01-01,BUENOS AIRES,I,5310,2014,12.6,421.42857142857144
2014-01-01,BUENOS AIRES,J,14455,2014,12.6,1147.2222222222222
2014-01-01,BUENOS AIRES,K,22764,2014,12.6,1806.6666666666667
2014-01-01,BUENOS AIRES,L,7042,2014,12.6,558.8888888888889
2014-01-01,BUENOS AIRES,M,7866,2014,12.6,624.2857142857143
2014-01-01,BUENOS AIRES,N,6950,2014,12.6,551.5873015873016
2014-01-01,BUENOS AIRES,O,10050,2014,12.6,797.6190476190476
2014-01-01,BUENOS AIRES,P,5660,2014,12.6,449.2063492063492
2014-01-01,BUENOS AIRES,Q,8792,2014,12.6,697.7777777777778
2014-01-01,BUENOS AIRES,R,7030,2014,12.6,557.936507936508
2014-01-01,BUENOS AIRES,S,7592,2014,12.6,602.5396825396825
2014-01-01,BUENOS AIRES,Z,12151,2014,12.6,964.3650793650794
2014-01-01,CAPITAL FEDERAL,A,11957,2014,12.6,948.968253968254
2014-01-01,CAPITAL FEDERAL,B,51418,2014,12.6,4080.793650793651
2014-01-01,CAPITAL FEDERAL,C,12458,2014,12.6,988.7301587301588
2014-01-01,CAPITAL FEDERAL,D,34251,2014,12.6,2718.3333333333335
2014-01-01,CAPITAL FEDERAL,E,18458,2014,12.6,1464.920634920635
2014-01-01,CAPITAL FEDERAL,F,7460,2014,12.6,592.063492063492
2014-01-01,CAPITAL FEDERAL,G,10307,2014,12.6,818.015873015873
2014-01-01,CAPITAL FEDERAL,H,13948,2014,12.6,1106.984126984127
2014-01-01,CAPITAL FEDERAL,I,6356,2014,12.6,504.44444444444446
2014-01-01,CAPITAL FEDERAL,J,16148,2014,12.6,1281.5873015873017
2014-01-01,CAPITAL FEDERAL,K,20979,2014,12.6,1665.0
2014-01-01,CAPITAL FEDERAL,L,8202,2014,12.6,650.952380952381
2014-01-01,CAPITAL FEDERAL,M,12100,2014,12.6,960.3174603174604
2014-01-01,CAPITAL FEDERAL,N,7597,2014,12.6,602.936507936508
2014-01-01,CAPITAL FEDERAL,O,14498,2014,12.6,1150.6349206349207
2014-01-01,CAPITAL FEDERAL,P,7066,2014,12.6,560.7936507936508
2014-01-01,CAPITAL FEDERAL,Q,12471,2014,12.6,989.7619047619048
2014-01-01,CAPITAL FEDERAL,R,10391,2014,12.6,824.6825396825398
2014-01-01,CAPITAL FEDERAL,S,9559,2014,12.6,758.6507936507936
2014-01-01,CAPITAL FEDERAL,Z,13312,2014,12.6,1056.5079365079366
2014-01-01,CATAMARCA,A,5719,2014,12.6,453.8888888888889
2014-01-01,CATAMARCA,B,27309,2014,12.6,2167.3809523809523
2014-01-01,CATAMARCA,C,9839,2014,12.6,780.8730158730159
2014-01-01,CATAMARCA,D,23385,2014,12.6,1855.952380952381
2014-01-01,CATAMARCA,E,9497,2014,12.6,753.7301587301588
2014-01-01,CATAMARCA,F,5265,2014,12.6,417.8571428571429
2014-01-01,CATAMARCA,G,6627,2014,12.6,525.952380952381
2014-01-01,CATAMARCA,H,10117,2014,12.6,802.936507936508
2014-01-01,CATAMARCA,I,5506,2014,12.6,436.984126984127
2014-01-01,CATAMARCA,J,9183,2014,12.6,728.8095238095239
2014-01-01,CATAMARCA,K,12377,2014,12.6,982.3015873015873
2014-01-01,CATAMARCA,L,5500,2014,12.6,436.5079365079365
2014-01-01,CATAMARCA,M,6215,2014,12.6,493.25396825396825
2014-01-01,CATAMARCA,N,5836,2014,12.6,463.1746031746032
2014-01-01,CATAMARCA,O,7417,2014,12.6,588.6507936507936
2014-01-01,CATAMARCA,P,7632,2014,12.6,605.7142857142858
2014-01-01,CATAMARCA,Q,6153,2014,12.6,488.33333333333337
2014-01-01,CATAMARCA,R,3836,2014,12.6,304.44444444444446
2014-01-01,CATAMARCA,S,6527,2014,12.6,518.015873015873
2014-01-01,CHACO,A,5077,2014,12.6,402.93650793650795
2014-01-01,CHACO,B,17402,2014,12.6,1381.111111111111
2014-01-01,CHACO,C,7484,2014,12.6,593.968253968254
2014-01-01,CHACO,D,21562,2014,12.6,1711.2698412698412
2014-01-01,CHACO,E,11508,2014,12.6,913.3333333333334
2014-01-01,CHACO,F,5182,2014,12.6,411.26984126984127
2014-01-01,CHACO,G,7420,2014,12.6,588.8888888888889
2014-01-01,CHACO,H,10687,2014,12.6,848.1746031746032
2014-01-01,CHACO,I,5227,2014,12.6,414.8412698412699
2014-01-01,CHACO,J,12184,2014,12.6,966.984126984127
2014-01-01,CHACO,K,19671,2014,12.6,1561.1904761904761
2014-01-01,CHACO,L,7091,2014,12.6,562.7777777777778
2014-01-01,CHACO,M,7628,2014,12.6,605.3968253968254
2014-01-01,CHACO,N,6183,2014,12.6,490.7142857142857
2014-01-01,CHACO,O,8735,2014,12.6,693.2539682539683
2014-01-01,CHACO,P,6736,2014,12.6,534.6031746031746
2014-01-01,CHACO,Q,7724,2014,12.6,613.015873015873
2014-01-01,CHACO,R,7249,2014,12.6,575.3174603174604
2014-01-01,CHACO,S,7030,2014,12.6,557.936507936508
2014-01-01,CHACO,Z,6304,2014,12.6,500.31746031746036
2014-01-01,CHUBUT,A,11110,2014,12.6,881.7460317460318
2014-01-01,CHUBUT,B,39180,2014,12.6,3109.5238095238096
2014-01-01,CHUBUT,C,15521,2014,12.6,1231.8253968253969
2014-01-01,CHUBUT,D,27344,2014,12.6,2170.15873015873
2014-01-01,CHUBUT,E,11414,2014,12.6,905.8730158730159
2014-01-01,CHUBUT,F,12236,2014,12.6,971.1111111111111
2014-01-01,CHUBUT,G,10124,2014,12.6,803.4920634920635
2014-01-01,CHUBUT,H,14595,2014,12.6,1158.3333333333333
2014-01-01,CHUBUT,I,7106,2014,12.6,563.968253968254
2014-01-01,CHUBUT,J,13867,2014,12.6,1100.5555555555557
2014-01-01,CHUBUT,K,24238,2014,12.6,1923.6507936507937
2014-01-01,CHUBUT,L,8142,2014,12.6,646.1904761904763
2014-01-01,CHUBUT,M,9354,2014,12.6,742.3809523809524
2014-01-01,CHUBUT,N,11010,2014,12.6,873.8095238095239
2014-01-01,CHUBUT,O,12433,2014,12.6,986.7460317460318
2014-01-01,CHUBUT,P,11009,2014,12.6,873.7301587301588
2014-01-01,CHUBUT,Q,10024,2014,12.6,795.5555555555555
2014-01-01,CHUBUT,R,10147,2014,12.6,805.3174603174604
2014-01-01,CHUBUT,S,8588,2014,12.6,681.5873015873016
2014-01-01,CHUBUT,Z,6842,2014,12.6,543.015873015873
2014-01-01,CORDOBA,A,6170,2014,12.6,489.6825396825397
2014-01-01,CORDOBA,B,10342,2014,12.6,820.7936507936508
2014-01-01,CORDOBA,C,12064,2014,12.6,957.4603174603175
2014-01-01,CORDOBA,D,30394,2014,12.6,2412.222222222222
2014-01-01,CORDOBA,E,14294,2014,12.6,1134.4444444444446
2014-01-01,CORDOBA,F,5369,2014,12.6,426.11111111111114
2014-01-01,CORDOBA,G,7837,2014,12.6,621.984126984127
2014-01-01,CORDOBA,H,10640,2014,12.6,844.4444444444445
2014-01-01,CORDOBA,I,4481,2014,12.6,355.63492063492066
2014-01-01,CORDOBA,J,12086,2014,12.6,959.2063492063493
2014-01-01,CORDOBA,K,18944,2014,12.6,1503.4920634920636
2014-01-01,CORDOBA,L,6728,2014,12.6,533.968253968254
2014-01-01,CORDOBA,M,7317,2014,12.6,580.7142857142858
2014-01-01,CORDOBA,N,6185,2014,12.6,490.8730158730159
2014-01-01,CORDOBA,O,10640,2014,12.6,844.4444444444445
2014-01-01,CORDOBA,P,7138,2014,12.6,566.5079365079365
2014-01-01,CORDOBA,Q,7938,2014,12.6,630.0
2014-01-01,CORDOBA,R,8809,2014,12.6,699.1269841269841
2014-01-01,CORDOBA,S,8274,2014,12.6,656.6666666666666
2014-01-01,CORDOBA,Z,8849,2014,12.6,702.3015873015873
2014-01-01,CORRIENTES,A,5170,2014,12.6,410.3174603174603
2014-01-01,CORRIENTES,B,10118,2014,12.6,803.015873015873
2014-01-01,CORRIENTES,C,9183,2014,12.6,728.8095238095239
2014-01-01,CORRIENTES,D,18776,2014,12.6,1490.1587301587301
2014-01-01,CORRIENTES,E,8398,2014,12.6,666.5079365079365
2014-01-01,CORRIENTES,F,5871,2014,12.6,465.95238095238096
2014-01-01,CORRIENTES,G,6895,2014,12.6,547.2222222222223
2014-01-01,CORRIENTES,H,10124,2014,12.6,803.4920634920635
2014-01-01,CORRIENTES,I,4993,2014,12.6,396.26984126984127
2014-01-01,CORRIENTES,J,10259,2014,12.6,814.2063492063493
2014-01-01,CORRIENTES,K,21349,2014,12.6,1694.3650793650795
2014-01-01,CORRIENTES,L,6316,2014,12.6,501.26984126984127
2014-01-01,CORRIENTES,M,6850,2014,12.6,543.6507936507936
2014-01-01,CORRIENTES,N,5078,2014,12.6,403.015873015873
2014-01-01,CORRIENTES,O,8762,2014,12.6,695.3968253968254
2014-01-01,CORRIENTES,P,7989,2014,12.6,634.047619047619
2014-01-01,CORRIENTES,Q,7796,2014,12.6,618.7301587301588
2014-01-01,CORRIENTES,R,7966,2014,12.6,632.2222222222223
2014-01-01,CORRIENTES,S,6850,2014,12.6,543.6507936507936
2014-01-01,CORRIENTES,Z,11974,2014,12.6,950.3174603174604
2014-01-01,ENTRE RIOS,A,5886,2014,12.6,467.14285714285717
2014-01-01,ENTRE RIOS,B,8643,2014,12.6,685.952380952381
2014-01-01,ENTRE RIOS,C,9085,2014,12.6,721.031746031746
2014-01-01,ENTRE RIOS,D,30131,2014,12.6,2391.3492063492063
2014-01-01,ENTRE RIOS,E,8756,2014,12.6,694.9206349206349
2014-01-01,ENTRE RIOS,F,6089,2014,12.6,483.25396825396825
2014-01-01,ENTRE RIOS,G,7561,2014,12.6,600.0793650793651
2014-01-01,ENTRE RIOS,H,10144,2014,12.6,805.0793650793651
2014-01-01,ENTRE RIOS,I,4421,2014,12.6,350.8730158730159
2014-01-01,ENTRE RIOS,J,10752,2014,12.6,853.3333333333334
2014-01-01,ENTRE RIOS,K,15929,2014,12.6,1264.2063492063492
2014-01-01,ENTRE RIOS,L,6294,2014,12.6,499.5238095238095
2014-01-01,ENTRE RIOS,M,6734,2014,12.6,534.4444444444445
2014-01-01,ENTRE RIOS,N,5995,2014,12.6,475.7936507936508
2014-01-01,ENTRE RIOS,O,8278,2014,12.6,656.984126984127
2014-01-01,ENTRE RIOS,P,5467,2014,12.6,433.8888888888889
2014-01-01,ENTRE RIOS,Q,7819,2014,12.6,620.5555555555555
2014-01-01,ENTRE RIOS,R,6300,2014,12.6,500.0
2014-01-01,ENTRE RIOS,S,7766,2014,12.6,616.3492063492064
2014-01-01,ENTRE RIOS,Z,20824,2014,12.6,1652.6984126984128
2014-01-01,FORMOSA,A,5592,2014,12.6,443.8095238095238
2014-01-01,FORMOSA,B,17434,2014,12.6,1383.6507936507937
2014-01-01,FORMOSA,C,9756,2014,12.6,774.2857142857143
2014-01-01,FORMOSA,D,12951,2014,12.6,1027.857142857143
2014-01-01,FORMOSA,E,9280,2014,12.6,736.5079365079365
2014-01-01,FORMOSA,F,5332,2014,12.6,423.1746031746032
2014-01-01,FORMOSA,G,7243,2014,12.6,574.8412698412699
2014-01-01,FORMOSA,H,10575,2014,12.6,839.2857142857143
2014-01-01,FORMOSA,I,6090,2014,12.6,483.33333333333337
2014-01-01,FORMOSA,J,10719,2014,12.6,850.7142857142858
2014-01-01,FORMOSA,K,17196,2014,12.6,1364.7619047619048
2014-01-01,FORMOSA,L,7000,2014,12.6,555.5555555555555
2014-01-01,FORMOSA,M,8611,2014,12.6,683.4126984126984
2014-01-01,FORMOSA,N,5370,2014,12.6,426.1904761904762
2014-01-01,FORMOSA,O,7819,2014,12.6,620.5555555555555
2014-01-01,FORMOSA,P,8280,2014,12.6,657.1428571428571
2014-01-01,FORMOSA,Q,6530,2014,12.6,518.2539682539683
2014-01-01,FORMOSA,R,6320,2014,12.6,501.5873015873016
2014-01-01,FORMOSA,S,6576,2014,12.6,521.9047619047619
2014-01-01,JUJUY,A,3797,2014,12.6,301.3492063492064
2014-01-01,JUJUY,B,16323,2014,12.6,1295.4761904761906
2014-01-01,JUJUY,C,10086,2014,12.6,800.4761904761905
2014-01-01,JUJUY,D,15108,2014,12.6,1199.047619047619
2014-01-01,JUJUY,E,10408,2014,12.6,826.031746031746
2014-01-01,JUJUY,F,5828,2014,12.6,462.53968253968253
2014-01-01,JUJUY,G,7509,2014,12.6,595.952380952381
2014-01-01,JUJUY,H,11136,2014,12.6,883.8095238095239
2014-01-01,JUJUY,I,5064,2014,12.6,401.9047619047619
2014-01-01,JUJUY,J,9233,2014,12.6,732.7777777777778
2014-01-01,JUJUY,K,14200,2014,12.6,1126.984126984127
2014-01-01,JUJUY,L,6115,2014,12.6,485.31746031746036
2014-01-01,JUJUY,M,7515,2014,12.6,596.4285714285714
2014-01-01,JUJUY,N,5524,2014,12.6,438.41269841269843
2014-01-01,JUJUY,O,6315,2014,12.6,501.1904761904762
2014-01-01,JUJUY,P,7446,2014,12.6,590.952380952381
2014-01-01,JUJUY,Q,7278,2014,12.6,577.6190476190476
2014-01-01,JUJUY,R,7018,2014,12.6,556.984126984127
2014-01-01,JUJUY,S,6696,2014,12.6,531.4285714285714
2014-01-01,LA PAMPA,A,5921,2014,12.6,469.92063492063494
2014-01-01,LA PAMPA,B,16086,2014,12.6,1276.6666666666667
2014-01-01,LA PAMPA,C,8999,2014,12.6,714.2063492063493
2014-01-01,LA PAMPA,D,16948,2014,12.6,1345.079365079365
2014-01-01,LA PAMPA,E,13771,2014,12.6,1092.936507936508
2014-01-01,LA PAMPA,F,7474,2014,12.6,593.1746031746031
2014-01-01,LA PAMPA,G,8064,2014,12.6,640.0
2014-01-01,LA PAMPA,H,11359,2014,12.6,901.5079365079365
2014-01-01,LA PAMPA,I,4914,2014,12.6,390.0
2014-01-01,LA PAMPA,J,12661,2014,12.6,1004.8412698412699
2014-01-01,LA PAMPA,K,21570,2014,12.6,1711.904761904762
2014-01-01,LA PAMPA,L,6260,2014,12.6,496.82539682539687
2014-01-01,LA PAMPA,M,7246,2014,12.6,575.0793650793651
2014-01-01,LA PAMPA,N,5938,2014,12.6,471.26984126984127
2014-01-01,LA PAMPA,O,12495,2014,12.6,991.6666666666667
2014-01-01,LA PAMPA,P,9713,2014,12.6,770.8730158730159
2014-01-01,LA PAMPA,Q,7154,2014,12.6,567.7777777777778
2014-01-01,LA PAMPA,R,9695,2014,12.6,769.4444444444445
2014-01-01,LA PAMPA,S,7709,2014,12.6,611.8253968253969
2014-01-01,LA RIOJA,A,5555,2014,12.6,440.8730158730159
2014-01-01,LA RIOJA,B,5344,2014,12.6,424.12698412698415
2014-01-01,LA RIOJA,C,8946,2014,12.6,710.0
2014-01-01,LA RIOJA,D,16755,2014,12.6,1329.7619047619048
2014-01-01,LA RIOJA,E,7829,2014,12.6,621.3492063492064
2014-01-01,LA RIOJA,F,5395,2014,12.6,428.1746031746032
2014-01-01,LA RIOJA,G,6910,2014,12.6,548.4126984126984
2014-01-01,LA RIOJA,H,10061,2014,12.6,798.4920634920635
2014-01-01,LA RIOJA,I,4948,2014,12.6,392.6984126984127
2014-01-01,LA RIOJA,J,10590,2014,12.6,840.4761904761905
2014-01-01,LA RIOJA,K,14433,2014,12.6,1145.4761904761906
2014-01-01,LA RIOJA,L,5108,2014,12.6,405.3968253968254
2014-01-01,LA RIOJA,M,7784,2014,12.6,617.7777777777778
2014-01-01,LA RIOJA,N,5834,2014,12.6,463.015873015873
2014-01-01,LA RIOJA,O,5709,2014,12.6,453.09523809523813
2014-01-01,LA RIOJA,P,8531,2014,12.6,677.063492063492
2014-01-01,LA RIOJA,Q,6828,2014,12.6,541.9047619047619
2014-01-01,LA RIOJA,R,10045,2014,12.6,797.2222222222223
2014-01-01,LA RIOJA,S,6397,2014,12.6,507.6984126984127
2014-01-01,MENDOZA,A,3999,2014,12.6,317.3809523809524
2014-01-01,MENDOZA,B,28991,2014,12.6,2300.873015873016
2014-01-01,MENDOZA,C,8729,2014,12.6,692.7777777777778
2014-01-01,MENDOZA,D,24331,2014,12.6,1931.031746031746
2014-01-01,MENDOZA,E,11383,2014,12.6,903.4126984126984
2014-01-01,MENDOZA,F,7010,2014,12.6,556.3492063492064
2014-01-01,MENDOZA,G,7556,2014,12.6,599.6825396825398
2014-01-01,MENDOZA,H,10356,2014,12.6,821.9047619047619
2014-01-01,MENDOZA,I,5246,2014,12.6,416.3492063492064
2014-01-01,MENDOZA,J,11934,2014,12.6,947.1428571428572
2014-01-01,MENDOZA,K,14803,2014,12.6,1174.8412698412699
2014-01-01,MENDOZA,L,6360,2014,12.6,504.76190476190476
2014-01-01,MENDOZA,M,8572,2014,12.6,680.3174603174604
2014-01-01,MENDOZA,N,5527,2014,12.6,438.6507936507937
2014-01-01,MENDOZA,O,8942,2014,12.6,709.6825396825398
2014-01-01,MENDOZA,P,6189,2014,12.6,491.1904761904762
2014-01-01,MENDOZA,Q,7825,2014,12.6,621.031746031746
2014-01-01,MENDOZA,R,6051,2014,12.6,480.23809523809524
2014-01-01,MENDOZA,S,6862,2014,12.6,544.6031746031746
2014-01-01,MENDOZA,Z,10176,2014,12.6,807.6190476190476
2014-01-01,MISIONES,A,3484,2014,12.6,276.5079365079365
2014-01-01,MISIONES,B,10057,2014,12.6,798.1746031746032
2014-01-01,MISIONES,C,6933,2014,12.6,550.2380952380953
2014-01-01,MISIONES,D,40057,2014,12.6,3179.126984126984
2014-01-01,MISIONES,E,10856,2014,12.6,861.5873015873016
2014-01-01,MISIONES,F,5294,2014,12.6,420.1587301587302
2014-01-01,MISIONES,G,7193,2014,12.6,570.8730158730159
2014-01-01,MISIONES,H,10140,2014,12.6,804.7619047619048
2014-01-01,MISIONES,I,5865,2014,12.6,465.4761904761905
2014-01-01,MISIONES,J,9121,2014,12.6,723.8888888888889
2014-01-01,MISIONES,K,14828,2014,12.6,1176.8253968253969
2014-01-01,MISIONES,L,7551,2014,12.6,599.2857142857143
2014-01-01,MISIONES,M,6494,2014,12.6,515.3968253968254
2014-01-01,MISIONES,N,5013,2014,12.6,397.8571428571429
2014-01-01,MISIONES,O,8671,2014,12.6,688.1746031746032
2014-01-01,MISIONES,P,6812,2014,12.6,540.6349206349206
2014-01-01,MISIONES,Q,7166,2014,12.6,568.7301587301588
2014-01-01,MISIONES,R,7451,2014,12.6,591.3492063492064
2014-01-01,MISIONES,S,6866,2014,12.6,544.9206349206349
2014-01-01,MISIONES,Z,9532,2014,12.6,756.5079365079365
2014-01-01,NEUQUEN,A,4808,2014,12.6,381.5873015873016
2014-01-01,NEUQUEN,B,34696,2014,12.6,2753.6507936507937
2014-01-01,NEUQUEN,C,13982,2014,12.6,1109.6825396825398
2014-01-01,NEUQUEN,D,28336,2014,12.6,2248.888888888889
2014-01-01,NEUQUEN,E,14218,2014,12.6,1128.4126984126985
2014-01-01,NEUQUEN,F,14329,2014,12.6,1137.2222222222222
2014-01-01,NEUQUEN,G,9015,2014,12.6,715.4761904761905
2014-01-01,NEUQUEN,H,17088,2014,12.6,1356.1904761904761
2014-01-01,NEUQUEN,I,6778,2014,12.6,537.936507936508
2014-01-01,NEUQUEN,J,14871,2014,12.6,1180.2380952380952
2014-01-01,NEUQUEN,K,20214,2014,12.6,1604.2857142857142
2014-01-01,NEUQUEN,L,10296,2014,12.6,817.1428571428571
2014-01-01,NEUQUEN,M,15414,2014,12.6,1223.3333333333333
2014-01-01,NEUQUEN,N,9054,2014,12.6,718.5714285714286
2014-01-01,NEUQUEN,O,10804,2014,12.6,857.4603174603175
2014-01-01,NEUQUEN,P,9611,2014,12.6,762.7777777777778
2014-01-01,NEUQUEN,Q,10446,2014,12.6,829.047619047619
2014-01-01,NEUQUEN,R,9896,2014,12.6,785.3968253968254
2014-01-01,NEUQUEN,S,12134,2014,12.6,963.015873015873
2014-01-01,NEUQUEN,Z,4596,2014,12.6,364.76190476190476
2014-01-01,RIO NEGRO,A,4036,2014,12.6,320.3174603174603
2014-01-01,RIO NEGRO,B,25997,2014,12.6,2063.253968253968
2014-01-01,RIO NEGRO,C,9210,2014,12.6,730.952380952381
2014-01-01,RIO NEGRO,D,27003,2014,12.6,2143.095238095238
2014-01-01,RIO NEGRO,E,12119,2014,12.6,961.8253968253969
2014-01-01,RIO NEGRO,F,8898,2014,12.6,706.1904761904763
2014-01-01,RIO NEGRO,G,8147,2014,12.6,646.5873015873016
2014-01-01,RIO NEGRO,H,13385,2014,12.6,1062.3015873015872
2014-01-01,RIO NEGRO,I,6651,2014,12.6,527.8571428571429
2014-01-01,RIO NEGRO,J,13105,2014,12.6,1040.079365079365
2014-01-01,RIO NEGRO,K,17452,2014,12.6,1385.079365079365
2014-01-01,RIO NEGRO,L,8335,2014,12.6,661.5079365079365
2014-01-01,RIO NEGRO,M,10206,2014,12.6,810.0
2014-01-01,RIO NEGRO,N,5905,2014,12.6,468.6507936507937
2014-01-01,RIO NEGRO,O,9208,2014,12.6,730.7936507936508
2014-01-01,RIO NEGRO,P,6553,2014,12.6,520.0793650793651
2014-01-01,RIO NEGRO,Q,10094,2014,12.6,801.1111111111111
2014-01-01,RIO NEGRO,R,8856,2014,12.6,702.8571428571429
2014-01-01,RIO NEGRO,S,8698,2014,12.6,690.3174603174604
2014-01-01,RIO NEGRO,Z,9080,2014,12.6,720.6349206349206
2014-01-01,SALTA,A,4221,2014,12.6,335.0
2014-01-01,SALTA,B,22550,2014,12.6,1789.6825396825398
2014-01-01,SALTA,C,9696,2014,12.6,769.5238095238095
2014-01-01,SALTA,D,19615,2014,12.6,1556.7460317460318
2014-01-01,SALTA,E,12813,2014,12.6,1016.9047619047619
2014-01-01,SALTA,F,5167,2014,12.6,410.0793650793651
2014-01-01,SALTA,G,7351,2014,12.6,583.4126984126984
2014-01-01,SALTA,H,11006,2014,12.6,873.4920634920635
2014-01-01,SALTA,I,5487,2014,12.6,435.4761904761905
2014-01-01,SALTA,J,11347,2014,12.6,900.5555555555555
2014-01-01,SALTA,K,13365,2014,12.6,1060.7142857142858
2014-01-01,SALTA,L,6026,2014,12.6,478.25396825396825
2014-01-01,SALTA,M,6114,2014,12.6,485.23809523809524
2014-01-01,SALTA,N,6156,2014,12.6,488.5714285714286
2014-01-01,SALTA,O,8111,2014,12.6,643.7301587301588
2014-01-01,SALTA,P,6214,2014,12.6,493.1746031746032
2014-01-01,SALTA,Q,7147,2014,12.6,567.2222222222223
2014-01-01,SALTA,R,6758,2014,12.6,536.3492063492064
2014-01-01,SALTA,S,5337,2014,12.6,423.57142857142856
2014-01-01,SALTA,Z,6246,2014,12.6,495.7142857142857
2014-01-01,SAN JUAN,A,4327,2014,12.6,343.41269841269843
2014-01-01,SAN JUAN,B,26055,2014,12.6,2067.857142857143
2014-01-01,SAN JUAN,C,9810,2014,12.6,778.5714285714286
2014-01-01,SAN JUAN,D,18189,2014,12.6,1443.5714285714287
2014-01-01,SAN JUAN,E,13528,2014,12.6,1073.6507936507937
2014-01-01,SAN JUAN,F,8082,2014,12.6,641.4285714285714
2014-01-01,SAN JUAN,G,7537,2014,12.6,598.1746031746031
2014-01-01,SAN JUAN,H,10569,2014,12.6,838.8095238095239
2014-01-01,SAN JUAN,I,8029,2014,12.6,637.2222222222223
2014-01-01,SAN JUAN,J,9046,2014,12.6,717.936507936508
2014-01-01,SAN JUAN,K,14598,2014,12.6,1158.5714285714287
2014-01-01,SAN JUAN,L,6477,2014,12.6,514.047619047619
2014-01-01,SAN JUAN,M,7645,2014,12.6,606.7460317460318
2014-01-01,SAN JUAN,N,5496,2014,12.6,436.1904761904762
2014-01-01,SAN JUAN,O,8282,2014,12.6,657.3015873015873
2014-01-01,SAN JUAN,P,8196,2014,12.6,650.4761904761905
2014-01-01,SAN JUAN,Q,7216,2014,12.6,572.6984126984128
2014-01-01,SAN JUAN,R,7408,2014,12.6,587.936507936508
2014-01-01,SAN JUAN,S,5917,2014,12.6,469.60317460317464
2014-01-01,SAN LUIS,A,6875,2014,12.6,545.6349206349206
2014-01-01,SAN LUIS,B,11337,2014,12.6,899.7619047619048
2014-01-01,SAN LUIS,C,13125,2014,12.6,1041.6666666666667
2014-01-01,SAN LUIS,D,20919,2014,12.6,1660.2380952380952
2014-01-01,SAN LUIS,E,7566,2014,12.6,600.4761904761905
2014-01-01,SAN LUIS,F,5446,2014,12.6,432.22222222222223
2014-01-01,SAN LUIS,G,7366,2014,12.6,584.6031746031746
2014-01-01,SAN LUIS,H,10846,2014,12.6,860.7936507936508
