fecha,zona_prov,letra,w_mean
2019-04-01,SALTA,M,31015
2019-04-01,SALTA,N,24419
2019-04-01,SALTA,O,42193
2019-04-01,SALTA,P,27864
2019-04-01,SALTA,Q,32122
2019-04-01,SALTA,R,29587
2019-04-01,SALTA,S,30341
2019-04-01,SALTA,Z,32672
2019-04-01,SAN JUAN,A,16714
2019-04-01,SAN JUAN,B,150611
2019-04-01,SAN JUAN,C,40174
2019-04-01,SAN JUAN,D,70780
2019-04-01,SAN JUAN,E,53400
2019-04-01,SAN JUAN,F,25070
2019-04-01,SAN JUAN,G,30286
2019-04-01,SAN JUAN,H,41813
2019-04-01,SAN JUAN,I,22944
2019-04-01,SAN JUAN,J,41126
2019-04-01,SAN JUAN,K,56309
2019-04-01,SAN JUAN,L,25380
2019-04-01,SAN JUAN,M,31561
2019-04-01,SAN JUAN,N,24200
2019-04-01,SAN JUAN,O,41496
2019-04-01,SAN JUAN,P,34481
2019-04-01,SAN JUAN,Q,29500
2019-04-01,SAN JUAN,R,30717
2019-04-01,SAN JUAN,S,28205
2019-04-01,SAN LUIS,A,32108
2019-04-01,SAN LUIS,B,47152
2019-04-01,SAN LUIS,C,51808
2019-04-01,SAN LUIS,D,89544
2019-04-01,SAN LUIS,E,32902
2019-04-01,SAN LUIS,F,25587
2019-04-01,SAN LUIS,G,31615
2019-04-01,SAN LUIS,H,41802
2019-04-01,SAN LUIS,I,17501
2019-04-01,SAN LUIS,J,76676
2019-04-01,SAN LUIS,K,62385
2019-04-01,SAN LUIS,L,24989
2019-04-01,SAN LUIS,M,28607
2019-04-01,SAN LUIS,N,29382
2019-04-01,SAN LUIS,O,36943
2019-04-01,SAN LUIS,P,36826
2019-04-01,SAN LUIS,Q,30005
2019-04-01,SAN LUIS,R,34309
2019-04-01,SAN LUIS,S,30683
2019-04-01,SANTA CRUZ,A,107990
2019-04-01,SANTA CRUZ,B,117230
2019-04-01,SANTA CRUZ,C,59865
2019-04-01,SANTA CRUZ,D,107891
2019-04-01,SANTA CRUZ,E,91023
2019-04-01,SANTA CRUZ,F,81627
2019-04-01,SANTA CRUZ,G,43547
2019-04-01,SANTA CRUZ,H,74104
2019-04-01,SANTA CRUZ,I,39342
2019-04-01,SANTA CRUZ,J,60781
2019-04-01,SANTA CRUZ,K,76258
2019-04-01,SANTA CRUZ,L,30601
2019-04-01,SANTA CRUZ,M,52833
2019-04-01,SANTA CRUZ,N,41738
2019-04-01,SANTA CRUZ,O,68786
2019-04-01,SANTA CRUZ,P,38847
2019-04-01,SANTA CRUZ,Q,63258
2019-04-01,SANTA CRUZ,R,50445
2019-04-01,SANTA CRUZ,S,35515
2019-04-01,SANTA CRUZ,Z,60888
2019-04-01,SANTA FE,A,28359
2019-04-01,SANTA FE,B,85526
2019-04-01,SANTA FE,C,48322
2019-04-01,SANTA FE,D,98243
2019-04-01,SANTA FE,E,71306
2019-04-01,SANTA FE,F,24237
2019-04-01,SANTA FE,G,34776
2019-04-01,SANTA FE,H,43353
2019-04-01,SANTA FE,I,17501
2019-04-01,SANTA FE,J,56714
2019-04-01,SANTA FE,K,72342
2019-04-01,SANTA FE,L,27922
2019-04-01,SANTA FE,M,30664
2019-04-01,SANTA FE,N,27679
2019-04-01,SANTA FE,O,52468
2019-04-01,SANTA FE,P,31187
2019-04-01,SANTA FE,Q,37924
2019-04-01,SANTA FE,R,38106
2019-04-01,SANTA FE,S,36733
2019-04-01,SANTA FE,Z,62890
2019-04-01,SANTIAGO DEL ESTERO,A,51390
2019-04-01,SANTIAGO DEL ESTERO,B,35755
2019-04-01,SANTIAGO DEL ESTERO,C,26684
2019-04-01,SANTIAGO DEL ESTERO,D,58630
2019-04-01,SANTIAGO DEL ESTERO,E,32499
2019-04-01,SANTIAGO DEL ESTERO,F,24006
2019-04-01,SANTIAGO DEL ESTERO,G,26635
2019-04-01,SANTIAGO DEL ESTERO,H,34747
2019-04-01,SANTIAGO DEL ESTERO,I,14263
2019-04-01,SANTIAGO DEL ESTERO,J,41709
2019-04-01,SANTIAGO DEL ESTERO,K,54541
2019-04-01,SANTIAGO DEL ESTERO,L,30321
2019-04-01,SANTIAGO DEL ESTERO,M,21567
2019-04-01,SANTIAGO DEL ESTERO,N,19348
2019-04-01,SANTIAGO DEL ESTERO,O,25482
2019-04-01,SANTIAGO DEL ESTERO,P,24935
2019-04-01,SANTIAGO DEL ESTERO,Q,25385
2019-04-01,SANTIAGO DEL ESTERO,R,30741
2019-04-01,SANTIAGO DEL ESTERO,S,25488
2019-04-01,TIERRA DEL FUEGO,A,84759
2019-04-01,TIERRA DEL FUEGO,B,175128
2019-04-01,TIERRA DEL FUEGO,C,77430
2019-04-01,TIERRA DEL FUEGO,D,151759
2019-04-01,TIERRA DEL FUEGO,E,65727
2019-04-01,TIERRA DEL FUEGO,F,43462
2019-04-01,TIERRA DEL FUEGO,G,57327
2019-04-01,TIERRA DEL FUEGO,H,56715
2019-04-01,TIERRA DEL FUEGO,I,39715
2019-04-01,TIERRA DEL FUEGO,J,73713
2019-04-01,TIERRA DEL FUEGO,K,91322
2019-04-01,TIERRA DEL FUEGO,L,46313
2019-04-01,TIERRA DEL FUEGO,M,38756
2019-04-01,TIERRA DEL FUEGO,N,47973
2019-04-01,TIERRA DEL FUEGO,O,60979
2019-04-01,TIERRA DEL FUEGO,P,34650
2019-04-01,TIERRA DEL FUEGO,Q,58657
2019-04-01,TIERRA DEL FUEGO,R,41116
2019-04-01,TIERRA DEL FUEGO,S,50969
2019-04-01,TIERRA DEL FUEGO,Z,95041
2019-04-01,TUCUMAN,A,12336
2019-04-01,TUCUMAN,B,53419
2019-04-01,TUCUMAN,C,41947
2019-04-01,TUCUMAN,D,122201
2019-04-01,TUCUMAN,E,42389
2019-04-01,TUCUMAN,F,19975
2019-04-01,TUCUMAN,G,29793
2019-04-01,TUCUMAN,H,38871
2019-04-01,TUCUMAN,I,16831
2019-04-01,TUCUMAN,J,56168
2019-04-01,TUCUMAN,K,56836
2019-04-01,TUCUMAN,L,32833
2019-04-01,TUCUMAN,M,27252
2019-04-01,TUCUMAN,N,19780
2019-04-01,TUCUMAN,O,31081
2019-04-01,TUCUMAN,P,34880
2019-04-01,TUCUMAN,Q,30398
2019-04-01,TUCUMAN,R,25661
2019-04-01,TUCUMAN,S,32767
2019-05-01,BUENOS AIRES,A,30111
2019-05-01,BUENOS AIRES,B,92344
2019-05-01,BUENOS AIRES,C,57529
2019-05-01,BUENOS AIRES,D,99449
2019-05-01,BUENOS AIRES,E,63686
2019-05-01,BUENOS AIRES,F,34426
2019-05-01,BUENOS AIRES,G,38732
2019-05-01,BUENOS AIRES,H,50823
2019-05-01,BUENOS AIRES,I,21804
2019-05-01,BUENOS AIRES,J,65598
2019-05-01,BUENOS AIRES,K,100715
2019-05-01,BUENOS AIRES,L,31154
2019-05-01,BUENOS AIRES,M,37464
2019-05-01,BUENOS AIRES,N,31077
2019-05-01,BUENOS AIRES,O,43307
2019-05-01,BUENOS AIRES,P,26719
2019-05-01,BUENOS AIRES,Q,38467
2019-05-01,BUENOS AIRES,R,31177
2019-05-01,BUENOS AIRES,S,37268
2019-05-01,BUENOS AIRES,Z,109708
2019-05-01,CAPITAL FEDERAL,A,64046
2019-05-01,CAPITAL FEDERAL,B,213392
2019-05-01,CAPITAL FEDERAL,C,56487
2019-05-01,CAPITAL FEDERAL,D,105869
2019-05-01,CAPITAL FEDERAL,E,83515
2019-05-01,CAPITAL FEDERAL,F,35722
2019-05-01,CAPITAL FEDERAL,G,47918
2019-05-01,CAPITAL FEDERAL,H,61203
2019-05-01,CAPITAL FEDERAL,I,24035
2019-05-01,CAPITAL FEDERAL,J,72088
2019-05-01,CAPITAL FEDERAL,K,97662
2019-05-01,CAPITAL FEDERAL,L,42080
2019-05-01,CAPITAL FEDERAL,M,57056
2019-05-01,CAPITAL FEDERAL,N,36405
2019-05-01,CAPITAL FEDERAL,O,57352
2019-05-01,CAPITAL FEDERAL,P,32686
2019-05-01,CAPITAL FEDERAL,Q,52537
2019-05-01,CAPITAL FEDERAL,R,40899
2019-05-01,CAPITAL FEDERAL,S,45387
2019-05-01,CAPITAL FEDERAL,Z,86978
2019-05-01,CATAMARCA,A,17721
2019-05-01,CATAMARCA,B,75945
2019-05-01,CATAMARCA,C,39386
2019-05-01,CATAMARCA,D,77579
2019-05-01,CATAMARCA,E,45096
2019-05-01,CATAMARCA,F,24901
2019-05-01,CATAMARCA,G,27368
2019-05-01,CATAMARCA,H,36916
2019-05-01,CATAMARCA,I,20589
2019-05-01,CATAMARCA,J,37483
2019-05-01,CATAMARCA,K,50670
2019-05-01,CATAMARCA,L,21455
2019-05-01,CATAMARCA,M,31627
2019-05-01,CATAMARCA,N,23483
2019-05-01,CATAMARCA,O,32786
2019-05-01,CATAMARCA,P,33859
2019-05-01,CATAMARCA,Q,27385
2019-05-01,CATAMARCA,R,14109
2019-05-01,CATAMARCA,S,31573
2019-05-01,CHACO,A,22686
2019-05-01,CHACO,B,65161
2019-05-01,CHACO,C,33132
2019-05-01,CHACO,D,82454
2019-05-01,CHACO,E,33297
2019-05-01,CHACO,F,27807
2019-05-01,CHACO,G,32297
2019-05-01,CHACO,H,42647
2019-05-01,CHACO,I,19665
2019-05-01,CHACO,J,59145
2019-05-01,CHACO,K,107397
2019-05-01,CHACO,L,28107
2019-05-01,CHACO,M,34224
2019-05-01,CHACO,N,23349
2019-05-01,CHACO,O,35716
2019-05-01,CHACO,P,24514
2019-05-01,CHACO,Q,31945
2019-05-01,CHACO,R,31574
2019-05-01,CHACO,S,28911
2019-05-01,CHACO,Z,40973
2019-05-01,CHUBUT,A,53025
2019-05-01,CHUBUT,B,159800
2019-05-01,CHUBUT,C,65331
2019-05-01,CHUBUT,D,125311
2019-05-01,CHUBUT,E,58174
2019-05-01,CHUBUT,F,67062
2019-05-01,CHUBUT,G,44878
2019-05-01,CHUBUT,H,60516
2019-05-01,CHUBUT,I,30409
2019-05-01,CHUBUT,J,62334
2019-05-01,CHUBUT,K,115040
2019-05-01,CHUBUT,L,31149
2019-05-01,CHUBUT,M,44093
2019-05-01,CHUBUT,N,42314
2019-05-01,CHUBUT,O,63905
2019-05-01,CHUBUT,P,45809
2019-05-01,CHUBUT,Q,42944
2019-05-01,CHUBUT,R,47922
2019-05-01,CHUBUT,S,51756
2019-05-01,CHUBUT,Z,48015
2019-05-01,CORDOBA,A,28353
2019-05-01,CORDOBA,B,44640
2019-05-01,CORDOBA,C,50251
2019-05-01,CORDOBA,D,93707
2019-05-01,CORDOBA,E,66216
2019-05-01,CORDOBA,F,28983
2019-05-01,CORDOBA,G,34904
2019-05-01,CORDOBA,H,42100
2019-05-01,CORDOBA,I,18661
2019-05-01,CORDOBA,J,58023
2019-05-01,CORDOBA,K,84134
2019-05-01,CORDOBA,L,29073
2019-05-01,CORDOBA,M,31483
2019-05-01,CORDOBA,N,25075
2019-05-01,CORDOBA,O,50368
2019-05-01,CORDOBA,P,31732
2019-05-01,CORDOBA,Q,34768
2019-05-01,CORDOBA,R,38146
2019-05-01,CORDOBA,S,37889
2019-05-01,CORDOBA,Z,80659
2019-05-01,CORRIENTES,A,21060
2019-05-01,CORRIENTES,B,39050
2019-05-01,CORRIENTES,C,40885
2019-05-01,CORRIENTES,D,69498
2019-05-01,CORRIENTES,E,48403
2019-05-01,CORRIENTES,F,27170
2019-05-01,CORRIENTES,G,30167
2019-05-01,CORRIENTES,H,39039
2019-05-01,CORRIENTES,I,21299
2019-05-01,CORRIENTES,J,41931
2019-05-01,CORRIENTES,K,107887
2019-05-01,CORRIENTES,L,26282
2019-05-01,CORRIENTES,M,32228
2019-05-01,CORRIENTES,N,20621
2019-05-01,CORRIENTES,O,37469
2019-05-01,CORRIENTES,P,29596
2019-05-01,CORRIENTES,Q,34386
2019-05-01,CORRIENTES,R,35621
2019-05-01,CORRIENTES,S,26806
2019-05-01,CORRIENTES,Z,40771
2019-05-01,ENTRE RIOS,A,24946
2019-05-01,ENTRE RIOS,B,67939
2019-05-01,ENTRE RIOS,C,41635
2019-05-01,ENTRE RIOS,D,95907
2019-05-01,ENTRE RIOS,E,38463
2019-05-01,ENTRE RIOS,F,31396
2019-05-01,ENTRE RIOS,G,33173
2019-05-01,ENTRE RIOS,H,42520
2019-05-01,ENTRE RIOS,I,19554
2019-05-01,ENTRE RIOS,J,46421
2019-05-01,ENTRE RIOS,K,75323
2019-05-01,ENTRE RIOS,L,25700
2019-05-01,ENTRE RIOS,M,28730
2019-05-01,ENTRE RIOS,N,26533
2019-05-01,ENTRE RIOS,O,41465
2019-05-01,ENTRE RIOS,P,25417
2019-05-01,ENTRE RIOS,Q,35342
2019-05-01,ENTRE RIOS,R,28159
2019-05-01,ENTRE RIOS,S,35517
2019-05-01,ENTRE RIOS,Z,198411
2019-05-01,FORMOSA,A,23681
2019-05-01,FORMOSA,B,63164
2019-05-01,FORMOSA,C,37367
2019-05-01,FORMOSA,D,72973
2019-05-01,FORMOSA,E,47083
2019-05-01,FORMOSA,F,25662
2019-05-01,FORMOSA,G,32774
2019-05-01,FORMOSA,H,43003
2019-05-01,FORMOSA,I,23229
2019-05-01,FORMOSA,J,38663
2019-05-01,FORMOSA,K,105041
2019-05-01,FORMOSA,L,23005
2019-05-01,FORMOSA,M,35878
2019-05-01,FORMOSA,N,24109
2019-05-01,FORMOSA,O,37942
2019-05-01,FORMOSA,P,34580
2019-05-01,FORMOSA,Q,29707
2019-05-01,FORMOSA,R,23909
2019-05-01,FORMOSA,S,32100
2019-05-01,JUJUY,A,18586
2019-05-01,JUJUY,B,73477
2019-05-01,JUJUY,C,38849
2019-05-01,JUJUY,D,74450
2019-05-01,JUJUY,E,41913
2019-05-01,JUJUY,F,32410
2019-05-01,JUJUY,G,32396
2019-05-01,JUJUY,H,40085
2019-05-01,JUJUY,I,20482
2019-05-01,JUJUY,J,35717
2019-05-01,JUJUY,K,76766
2019-05-01,JUJUY,L,29469
2019-05-01,JUJUY,M,32942
2019-05-01,JUJUY,N,20678
2019-05-01,JUJUY,O,27980
2019-05-01,JUJUY,P,32394
2019-05-01,JUJUY,Q,31647
2019-05-01,JUJUY,R,28526
2019-05-01,JUJUY,S,27606
2019-05-01,LA PAMPA,A,25607
2019-05-01,LA PAMPA,B,77018
2019-05-01,LA PAMPA,C,44324
2019-05-01,LA PAMPA,D,69766
2019-05-01,LA PAMPA,E,56023
2019-05-01,LA PAMPA,F,44846
2019-05-01,LA PAMPA,G,37624
2019-05-01,LA PAMPA,H,41145
2019-05-01,LA PAMPA,I,20187
2019-05-01,LA PAMPA,J,57585
2019-05-01,LA PAMPA,K,110818
2019-05-01,LA PAMPA,L,22455
2019-05-01,LA PAMPA,M,33072
2019-05-01,LA PAMPA,N,23119
2019-05-01,LA PAMPA,O,51937
2019-05-01,LA PAMPA,P,39192
2019-05-01,LA PAMPA,Q,31249
2019-05-01,LA PAMPA,R,45003
2019-05-01,LA PAMPA,S,37777
2019-05-01,LA RIOJA,A,17663
2019-05-01,LA RIOJA,B,47075
2019-05-01,LA RIOJA,C,35423
2019-05-01,LA RIOJA,D,77704
2019-05-01,LA RIOJA,E,42112
2019-05-01,LA RIOJA,F,32254
2019-05-01,LA RIOJA,G,28486
2019-05-01,LA RIOJA,H,39028
2019-05-01,LA RIOJA,I,20456
2019-05-01,LA RIOJA,J,47087
2019-05-01,LA RIOJA,K,64912
2019-05-01,LA RIOJA,L,21030
2019-05-01,LA RIOJA,M,37520
2019-05-01,LA RIOJA,N,23945
2019-05-01,LA RIOJA,O,31331
2019-05-01,LA RIOJA,P,33967
2019-05-01,LA RIOJA,Q,28306
2019-05-01,LA RIOJA,R,32210
2019-05-01,LA RIOJA,S,27927
2019-05-01,MENDOZA,A,18049
2019-05-01,MENDOZA,B,146945
2019-05-01,MENDOZA,C,42554
2019-05-01,MENDOZA,D,99761
2019-05-01,MENDOZA,E,52786
2019-05-01,MENDOZA,F,30819
2019-05-01,MENDOZA,G,32639
2019-05-01,MENDOZA,H,45615
2019-05-01,MENDOZA,I,21370
2019-05-01,MENDOZA,J,51421
2019-05-01,MENDOZA,K,78403
2019-05-01,MENDOZA,L,26699
2019-05-01,MENDOZA,M,38419
2019-05-01,MENDOZA,N,23467
2019-05-01,MENDOZA,O,39948
2019-05-01,MENDOZA,P,26919
2019-05-01,MENDOZA,Q,33184
2019-05-01,MENDOZA,R,28622
2019-05-01,MENDOZA,S,31163
2019-05-01,MENDOZA,Z,61323
2019-05-01,MISIONES,A,13837
2019-05-01,MISIONES,B,50426
2019-05-01,MISIONES,C,29313
2019-05-01,MISIONES,D,72903
2019-05-01,MISIONES,E,47043
2019-05-01,MISIONES,F,25141
2019-05-01,MISIONES,G,31752
2019-05-01,MISIONES,H,41203
2019-05-01,MISIONES,I,26242
2019-05-01,MISIONES,J,38387
2019-05-01,MISIONES,K,66012
2019-05-01,MISIONES,L,21463
2019-05-01,MISIONES,M,26842
2019-05-01,MISIONES,N,22541
2019-05-01,MISIONES,O,36143
2019-05-01,MISIONES,P,27241
2019-05-01,MISIONES,Q,31886
2019-05-01,MISIONES,R,34740
2019-05-01,MISIONES,S,29990
2019-05-01,MISIONES,Z,24096
2019-05-01,NEUQUEN,A,28971
2019-05-01,NEUQUEN,B,157938
2019-05-01,NEUQUEN,C,65890
2019-05-01,NEUQUEN,D,114269
2019-05-01,NEUQUEN,E,70832
2019-05-01,NEUQUEN,F,55971
2019-05-01,NEUQUEN,G,43481
2019-05-01,NEUQUEN,H,74880
2019-05-01,NEUQUEN,I,30858
2019-05-01,NEUQUEN,J,64368
2019-05-01,NEUQUEN,K,97339
2019-05-01,NEUQUEN,L,36356
2019-05-01,NEUQUEN,M,58823
2019-05-01,NEUQUEN,N,40719
2019-05-01,NEUQUEN,O,63100
2019-05-01,NEUQUEN,P,38526
2019-05-01,NEUQUEN,Q,50767
2019-05-01,NEUQUEN,R,43701
2019-05-01,NEUQUEN,S,71606
2019-05-01,NEUQUEN,Z,69236
2019-05-01,RIO NEGRO,A,24101
2019-05-01,RIO NEGRO,B,126830
2019-05-01,RIO NEGRO,C,49332
2019-05-01,RIO NEGRO,D,110843
2019-05-01,RIO NEGRO,E,47709
2019-05-01,RIO NEGRO,F,40508
2019-05-01,RIO NEGRO,G,39632
2019-05-01,RIO NEGRO,H,61234
2019-05-01,RIO NEGRO,I,29042
2019-05-01,RIO NEGRO,J,61410
2019-05-01,RIO NEGRO,K,80940
2019-05-01,RIO NEGRO,L,38085
2019-05-01,RIO NEGRO,M,42071
2019-05-01,RIO NEGRO,N,30581
2019-05-01,RIO NEGRO,O,33515
2019-05-01,RIO NEGRO,P,32186
2019-05-01,RIO NEGRO,Q,45626
2019-05-01,RIO NEGRO,R,35062
2019-05-01,RIO NEGRO,S,41865
2019-05-01,RIO NEGRO,Z,48812
2019-05-01,SALTA,A,20163
2019-05-01,SALTA,B,100791
2019-05-01,SALTA,C,40471
2019-05-01,SALTA,D,88134
2019-05-01,SALTA,E,58920
2019-05-01,SALTA,F,30344
2019-05-01,SALTA,G,32072
2019-05-01,SALTA,H,42469
2019-05-01,SALTA,I,20406
2019-05-01,SALTA,J,47576
2019-05-01,SALTA,K,70504
2019-05-01,SALTA,L,28861
2019-05-01,SALTA,M,31860
2019-05-01,SALTA,N,25116
2019-05-01,SALTA,O,42729
2019-05-01,SALTA,P,28115
2019-05-01,SALTA,Q,32300
2019-05-01,SALTA,R,31473
2019-05-01,SALTA,S,33823
2019-05-01,SALTA,Z,33741
2019-05-01,SAN JUAN,A,18412
2019-05-01,SAN JUAN,B,111153
2019-05-01,SAN JUAN,C,42742
2019-05-01,SAN JUAN,D,82553
2019-05-01,SAN JUAN,E,55176
2019-05-01,SAN JUAN,F,29708
2019-05-01,SAN JUAN,G,31883
2019-05-01,SAN JUAN,H,40249
2019-05-01,SAN JUAN,I,23318
2019-05-01,SAN JUAN,J,39023
2019-05-01,SAN JUAN,K,69470
2019-05-01,SAN JUAN,L,25515
2019-05-01,SAN JUAN,M,31493
2019-05-01,SAN JUAN,N,24435
2019-05-01,SAN JUAN,O,42184
2019-05-01,SAN JUAN,P,34888
2019-05-01,SAN JUAN,Q,30290
2019-05-01,SAN JUAN,R,28965
2019-05-01,SAN JUAN,S,29923
2019-05-01,SAN LUIS,A,31947
2019-05-01,SAN LUIS,B,60685
2019-05-01,SAN LUIS,C,56956
2019-05-01,SAN LUIS,D,90941
2019-05-01,SAN LUIS,E,32980
2019-05-01,SAN LUIS,F,30362
2019-05-01,SAN LUIS,G,31607
2019-05-01,SAN LUIS,H,42085
2019-05-01,SAN LUIS,I,19696
2019-05-01,SAN LUIS,J,47031
2019-05-01,SAN LUIS,K,78195
2019-05-01,SAN LUIS,L,26307
2019-05-01,SAN LUIS,M,30902
2019-05-01,SAN LUIS,N,29831
2019-05-01,SAN LUIS,O,37991
2019-05-01,SAN LUIS,P,38410
2019-05-01,SAN LUIS,Q,30335
2019-05-01,SAN LUIS,R,38779
2019-05-01,SAN LUIS,S,35549
2019-05-01,SANTA CRUZ,A,91762
2019-05-01,SANTA CRUZ,B,134151
2019-05-01,SANTA CRUZ,C,58891
2019-05-01,SANTA CRUZ,D,113090
2019-05-01,SANTA CRUZ,E,234296
2019-05-01,SANTA CRUZ,F,95418
2019-05-01,SANTA CRUZ,G,45134
2019-05-01,SANTA CRUZ,H,79329
2019-05-01,SANTA CRUZ,I,41513
2019-05-01,SANTA CRUZ,J,62042
2019-05-01,SANTA CRUZ,K,97033
2019-05-01,SANTA CRUZ,L,32625
2019-05-01,SANTA CRUZ,M,61767
2019-05-01,SANTA CRUZ,N,41836
2019-05-01,SANTA CRUZ,O,72579
2019-05-01,SANTA CRUZ,P,40319
2019-05-01,SANTA CRUZ,Q,66546
2019-05-01,SANTA CRUZ,R,55309
2019-05-01,SANTA CRUZ,S,41532
2019-05-01,SANTA CRUZ,Z,62309
2019-05-01,SANTA FE,A,28349
2019-05-01,SANTA FE,B,87418
2019-05-01,SANTA FE,C,49421
2019-05-01,SANTA FE,D,115075
2019-05-01,SANTA FE,E,63005
2019-05-01,SANTA FE,F,28404
2019-05-01,SANTA FE,G,35768
2019-05-01,SANTA FE,H,46590
2019-05-01,SANTA FE,I,19059
2019-05-01,SANTA FE,J,54870
2019-05-01,SANTA FE,K,83310
2019-05-01,SANTA FE,L,30197
2019-05-01,SANTA FE,M,32080
2019-05-01,SANTA FE,N,28112
2019-05-01,SANTA FE,O,49035
2019-05-01,SANTA FE,P,28008
2019-05-01,SANTA FE,Q,38209
2019-05-01,SANTA FE,R,38747
2019-05-01,SANTA FE,S,38494
2019-05-01,SANTA FE,Z,65470
2019-05-01,SANTIAGO DEL ESTERO,A,22921
2019-05-01,SANTIAGO DEL ESTERO,B,36263
2019-05-01,SANTIAGO DEL ESTERO,C,29198
2019-05-01,SANTIAGO DEL ESTERO,D,57553
2019-05-01,SANTIAGO DEL ESTERO,E,32998
2019-05-01,SANTIAGO DEL ESTERO,F,28143
2019-05-01,SANTIAGO DEL ESTERO,G,27871
2019-05-01,SANTIAGO DEL ESTERO,H,34674
2019-05-01,SANTIAGO DEL ESTERO,I,17283
2019-05-01,SANTIAGO DEL ESTERO,J,41650
2019-05-01,SANTIAGO DEL ESTERO,K,63312
2019-05-01,SANTIAGO DEL ESTERO,L,32196
2019-05-01,SANTIAGO DEL ESTERO,M,22911
2019-05-01,SANTIAGO DEL ESTERO,N,20333
2019-05-01,SANTIAGO DEL ESTERO,O,25719
2019-05-01,SANTIAGO DEL ESTERO,P,25021
2019-05-01,SANTIAGO DEL ESTERO,Q,25704
2019-05-01,SANTIAGO DEL ESTERO,R,32262
2019-05-01,SANTIAGO DEL ESTERO,S,27203
2019-05-01,TIERRA DEL FUEGO,A,83154
2019-05-01,TIERRA DEL FUEGO,B,227445
2019-05-01,TIERRA DEL FUEGO,C,70152
2019-05-01,TIERRA DEL FUEGO,D,148629
2019-05-01,TIERRA DEL FUEGO,E,68696
2019-05-01,TIERRA DEL FUEGO,F,50903
2019-05-01,TIERRA DEL FUEGO,G,60906
2019-05-01,TIERRA DEL FUEGO,H,58623
2019-05-01,TIERRA DEL FUEGO,I,42527
2019-05-01,TIERRA DEL FUEGO,J,79695
2019-05-01,TIERRA DEL FUEGO,K,108030
2019-05-01,TIERRA DEL FUEGO,L,48084
2019-05-01,TIERRA DEL FUEGO,M,41939
2019-05-01,TIERRA DEL FUEGO,N,48024
2019-05-01,TIERRA DEL FUEGO,O,61187
2019-05-01,TIERRA DEL FUEGO,P,34627
2019-05-01,TIERRA DEL FUEGO,Q,60011
2019-05-01,TIERRA DEL FUEGO,R,43776
2019-05-01,TIERRA DEL FUEGO,S,54469
2019-05-01,TIERRA DEL FUEGO,Z,75862
2019-05-01,TUCUMAN,A,15970
2019-05-01,TUCUMAN,B,57842
2019-05-01,TUCUMAN,C,40180
2019-05-01,TUCUMAN,D,85611
2019-05-01,TUCUMAN,E,42398
2019-05-01,TUCUMAN,F,21605
2019-05-01,TUCUMAN,G,30371
2019-05-01,TUCUMAN,H,38448
2019-05-01,TUCUMAN,I,16969
2019-05-01,TUCUMAN,J,54651
2019-05-01,TUCUMAN,K,67173
2019-05-01,TUCUMAN,L,33665
2019-05-01,TUCUMAN,M,28294
2019-05-01,TUCUMAN,N,20789
2019-05-01,TUCUMAN,O,31202
2019-05-01,TUCUMAN,P,35339
2019-05-01,TUCUMAN,Q,30295
2019-05-01,TUCUMAN,R,27137
2019-05-01,TUCUMAN,S,34115
2019-06-01,BUENOS AIRES,A,44325
2019-06-01,BUENOS AIRES,B,137956
2019-06-01,BUENOS AIRES,C,79556
2019-06-01,BUENOS AIRES,D,144766
2019-06-01,BUENOS AIRES,E,92354
2019-06-01,BUENOS AIRES,F,47215
2019-06-01,BUENOS AIRES,G,56922
2019-06-01,BUENOS AIRES,H,73786
2019-06-01,BUENOS AIRES,I,32176
2019-06-01,BUENOS AIRES,J,97504
2019-06-01,BUENOS AIRES,K,124395
2019-06-01,BUENOS AIRES,L,44013
2019-06-01,BUENOS AIRES,M,56490
2019-06-01,BUENOS AIRES,N,43437
2019-06-01,BUENOS AIRES,O,59642
2019-06-01,BUENOS AIRES,P,39219
2019-06-01,BUENOS AIRES,Q,56963
2019-06-01,BUENOS AIRES,R,46527
2019-06-01,BUENOS AIRES,S,55052
2019-06-01,BUENOS AIRES,Z,166523
2019-06-01,CAPITAL FEDERAL,A,83249
2019-06-01,CAPITAL FEDERAL,B,264817
2019-06-01,CAPITAL FEDERAL,C,81232
2019-06-01,CAPITAL FEDERAL,D,145289
2019-06-01,CAPITAL FEDERAL,E,118450
2019-06-01,CAPITAL FEDERAL,F,48370
2019-06-01,CAPITAL FEDERAL,G,68139
2019-06-01,CAPITAL FEDERAL,H,92171
2019-06-01,CAPITAL FEDERAL,I,35699
2019-06-01,CAPITAL FEDERAL,J,104096
2019-06-01,CAPITAL FEDERAL,K,128954
2019-06-01,CAPITAL FEDERAL,L,60193
2019-06-01,CAPITAL FEDERAL,M,81439
2019-06-01,CAPITAL FEDERAL,N,51771
2019-06-01,CAPITAL FEDERAL,O,86244
2019-06-01,CAPITAL FEDERAL,P,48047
2019-06-01,CAPITAL FEDERAL,Q,77439
2019-06-01,CAPITAL FEDERAL,R,59589
2019-06-01,CAPITAL FEDERAL,S,67054
2019-06-01,CAPITAL FEDERAL,Z,128994
2019-06-01,CATAMARCA,A,29145
2019-06-01,CATAMARCA,B,115355
2019-06-01,CATAMARCA,C,57598
2019-06-01,CATAMARCA,D,98927
2019-06-01,CATAMARCA,E,67813
2019-06-01,CATAMARCA,F,33937
2019-06-01,CATAMARCA,G,40834
2019-06-01,CATAMARCA,H,47548
2019-06-01,CATAMARCA,I,31562
2019-06-01,CATAMARCA,J,57683
