fecha,zona_prov,letra,w_mean
2013-08-01,MENDOZA,B,22796
2013-08-01,MENDOZA,C,7714
2013-08-01,MENDOZA,D,16429
2013-08-01,MENDOZA,E,10173
2013-08-01,MENDOZA,F,6257
2013-08-01,MENDOZA,G,6801
2013-08-01,MENDOZA,H,9437
2013-08-01,MENDOZA,I,4777
2013-08-01,MENDOZA,J,10200
2013-08-01,MENDOZA,K,12102
2013-08-01,MENDOZA,L,5764
2013-08-01,MENDOZA,M,7699
2013-08-01,MENDOZA,N,5280
2013-08-01,MENDOZA,O,9077
2013-08-01,MENDOZA,P,5864
2013-08-01,MENDOZA,Q,6727
2013-08-01,MENDOZA,R,5702
2013-08-01,MENDOZA,S,6128
2013-08-01,MENDOZA,Z,8310
2013-08-01,MISIONES,A,2827
2013-08-01,MISIONES,B,7443
2013-08-01,MISIONES,C,5776
2013-08-01,MISIONES,D,15744
2013-08-01,MISIONES,E,8998
2013-08-01,MISIONES,F,5794
2013-08-01,MISIONES,G,6365
2013-08-01,MISIONES,H,8838
2013-08-01,MISIONES,I,5534
2013-08-01,MISIONES,J,7587
2013-08-01,MISIONES,K,12044
2013-08-01,MISIONES,L,5990
2013-08-01,MISIONES,M,6271
2013-08-01,MISIONES,N,4603
2013-08-01,MISIONES,O,7800
2013-08-01,MISIONES,P,6490
2013-08-01,MISIONES,Q,6292
2013-08-01,MISIONES,R,7182
2013-08-01,MISIONES,S,6190
2013-08-01,MISIONES,Z,7834
2013-08-01,NEUQUEN,A,5180
2013-08-01,NEUQUEN,B,29680
2013-08-01,NEUQUEN,C,12048
2013-08-01,NEUQUEN,D,20019
2013-08-01,NEUQUEN,E,11270
2013-08-01,NEUQUEN,F,11199
2013-08-01,NEUQUEN,G,8142
2013-08-01,NEUQUEN,H,14186
2013-08-01,NEUQUEN,I,6318
2013-08-01,NEUQUEN,J,12684
2013-08-01,NEUQUEN,K,16378
2013-08-01,NEUQUEN,L,9305
2013-08-01,NEUQUEN,M,12861
2013-08-01,NEUQUEN,N,8016
2013-08-01,NEUQUEN,O,9227
2013-08-01,NEUQUEN,P,8556
2013-08-01,NEUQUEN,Q,9446
2013-08-01,NEUQUEN,R,8660
2013-08-01,NEUQUEN,S,11282
2013-08-01,NEUQUEN,Z,4279
2013-08-01,RIO NEGRO,A,4611
2013-08-01,RIO NEGRO,B,22837
2013-08-01,RIO NEGRO,C,9087
2013-08-01,RIO NEGRO,D,17901
2013-08-01,RIO NEGRO,E,11264
2013-08-01,RIO NEGRO,F,8210
2013-08-01,RIO NEGRO,G,7887
2013-08-01,RIO NEGRO,H,12185
2013-08-01,RIO NEGRO,I,6975
2013-08-01,RIO NEGRO,J,11237
2013-08-01,RIO NEGRO,K,11936
2013-08-01,RIO NEGRO,L,7880
2013-08-01,RIO NEGRO,M,8903
2013-08-01,RIO NEGRO,N,5867
2013-08-01,RIO NEGRO,O,8342
2013-08-01,RIO NEGRO,P,6450
2013-08-01,RIO NEGRO,Q,8759
2013-08-01,RIO NEGRO,R,7884
2013-08-01,RIO NEGRO,S,7695
2013-08-01,RIO NEGRO,Z,5719
2013-08-01,SALTA,A,3955
2013-08-01,SALTA,B,15623
2013-08-01,SALTA,C,8014
2013-08-01,SALTA,D,14882
2013-08-01,SALTA,E,11412
2013-08-01,SALTA,F,5288
2013-08-01,SALTA,G,6398
2013-08-01,SALTA,H,9974
2013-08-01,SALTA,I,4669
2013-08-01,SALTA,J,9013
2013-08-01,SALTA,K,10825
2013-08-01,SALTA,L,5113
2013-08-01,SALTA,M,5655
2013-08-01,SALTA,N,4998
2013-08-01,SALTA,O,7741
2013-08-01,SALTA,P,5660
2013-08-01,SALTA,Q,6629
2013-08-01,SALTA,R,5221
2013-08-01,SALTA,S,4889
2013-08-01,SALTA,Z,5896
2013-08-01,SAN JUAN,A,4109
2013-08-01,SAN JUAN,B,18425
2013-08-01,SAN JUAN,C,8253
2013-08-01,SAN JUAN,D,12411
2013-08-01,SAN JUAN,E,12797
2013-08-01,SAN JUAN,F,11342
2013-08-01,SAN JUAN,G,6517
2013-08-01,SAN JUAN,H,10010
2013-08-01,SAN JUAN,I,8418
2013-08-01,SAN JUAN,J,7877
2013-08-01,SAN JUAN,K,11428
2013-08-01,SAN JUAN,L,5522
2013-08-01,SAN JUAN,M,6668
2013-08-01,SAN JUAN,N,4845
2013-08-01,SAN JUAN,O,7566
2013-08-01,SAN JUAN,P,7782
2013-08-01,SAN JUAN,Q,6342
2013-08-01,SAN JUAN,R,7093
2013-08-01,SAN JUAN,S,5319
2013-08-01,SAN JUAN,Z,4621
2013-08-01,SAN LUIS,A,5765
2013-08-01,SAN LUIS,B,8957
2013-08-01,SAN LUIS,C,10633
2013-08-01,SAN LUIS,D,14526
2013-08-01,SAN LUIS,E,6629
2013-08-01,SAN LUIS,F,5909
2013-08-01,SAN LUIS,G,6357
2013-08-01,SAN LUIS,H,7883
2013-08-01,SAN LUIS,I,4382
2013-08-01,SAN LUIS,J,9399
2013-08-01,SAN LUIS,K,12091
2013-08-01,SAN LUIS,L,7594
2013-08-01,SAN LUIS,M,6037
2013-08-01,SAN LUIS,N,6146
2013-08-01,SAN LUIS,O,7430
2013-08-01,SAN LUIS,P,7009
2013-08-01,SAN LUIS,Q,5927
2013-08-01,SAN LUIS,R,7062
2013-08-01,SAN LUIS,S,6053
2013-08-01,SANTA CRUZ,A,18920
2013-08-01,SANTA CRUZ,B,26533
2013-08-01,SANTA CRUZ,C,14259
2013-08-01,SANTA CRUZ,D,22403
2013-08-01,SANTA CRUZ,E,18038
2013-08-01,SANTA CRUZ,F,15974
2013-08-01,SANTA CRUZ,G,9556
2013-08-01,SANTA CRUZ,H,16779
2013-08-01,SANTA CRUZ,I,8367
2013-08-01,SANTA CRUZ,J,13330
2013-08-01,SANTA CRUZ,K,14688
2013-08-01,SANTA CRUZ,L,12230
2013-08-01,SANTA CRUZ,M,12077
2013-08-01,SANTA CRUZ,N,9322
2013-08-01,SANTA CRUZ,O,16491
2013-08-01,SANTA CRUZ,P,9529
2013-08-01,SANTA CRUZ,Q,9915
2013-08-01,SANTA CRUZ,R,10145
2013-08-01,SANTA CRUZ,S,9408
2013-08-01,SANTA CRUZ,Z,8399
2013-08-01,SANTA FE,A,5161
2013-08-01,SANTA FE,B,15096
2013-08-01,SANTA FE,C,9500
2013-08-01,SANTA FE,D,16187
2013-08-01,SANTA FE,E,11966
2013-08-01,SANTA FE,F,5758
2013-08-01,SANTA FE,G,7050
2013-08-01,SANTA FE,H,9380
2013-08-01,SANTA FE,I,4203
2013-08-01,SANTA FE,J,10453
2013-08-01,SANTA FE,K,14034
2013-08-01,SANTA FE,L,5814
2013-08-01,SANTA FE,M,6344
2013-08-01,SANTA FE,N,5581
2013-08-01,SANTA FE,O,9794
2013-08-01,SANTA FE,P,6315
2013-08-01,SANTA FE,Q,7432
2013-08-01,SANTA FE,R,7543
2013-08-01,SANTA FE,S,7269
2013-08-01,SANTA FE,Z,8219
2013-08-01,SANTIAGO DEL ESTERO,A,4608
2013-08-01,SANTIAGO DEL ESTERO,B,6844
2013-08-01,SANTIAGO DEL ESTERO,C,6549
2013-08-01,SANTIAGO DEL ESTERO,D,12390
2013-08-01,SANTIAGO DEL ESTERO,E,7166
2013-08-01,SANTIAGO DEL ESTERO,F,6318
2013-08-01,SANTIAGO DEL ESTERO,G,5684
2013-08-01,SANTIAGO DEL ESTERO,H,7866
2013-08-01,SANTIAGO DEL ESTERO,I,4575
2013-08-01,SANTIAGO DEL ESTERO,J,9120
2013-08-01,SANTIAGO DEL ESTERO,K,11387
2013-08-01,SANTIAGO DEL ESTERO,L,6434
2013-08-01,SANTIAGO DEL ESTERO,M,5550
2013-08-01,SANTIAGO DEL ESTERO,N,4733
2013-08-01,SANTIAGO DEL ESTERO,O,5337
2013-08-01,SANTIAGO DEL ESTERO,P,5463
2013-08-01,SANTIAGO DEL ESTERO,Q,5213
2013-08-01,SANTIAGO DEL ESTERO,R,6184
2013-08-01,SANTIAGO DEL ESTERO,S,5182
2013-08-01,TIERRA DEL FUEGO,A,11382
2013-08-01,TIERRA DEL FUEGO,B,30787
2013-08-01,TIERRA DEL FUEGO,C,18828
2013-08-01,TIERRA DEL FUEGO,D,30163
2013-08-01,TIERRA DEL FUEGO,E,16126
2013-08-01,TIERRA DEL FUEGO,F,10022
2013-08-01,TIERRA DEL FUEGO,G,12056
2013-08-01,TIERRA DEL FUEGO,H,12032
2013-08-01,TIERRA DEL FUEGO,I,8995
2013-08-01,TIERRA DEL FUEGO,J,13905
2013-08-01,TIERRA DEL FUEGO,K,18539
2013-08-01,TIERRA DEL FUEGO,L,9041
2013-08-01,TIERRA DEL FUEGO,M,8048
2013-08-01,TIERRA DEL FUEGO,N,9540
2013-08-01,TIERRA DEL FUEGO,O,16004
2013-08-01,TIERRA DEL FUEGO,P,7978
2013-08-01,TIERRA DEL FUEGO,Q,11014
2013-08-01,TIERRA DEL FUEGO,R,10984
2013-08-01,TIERRA DEL FUEGO,S,9429
2013-08-01,TIERRA DEL FUEGO,Z,8342
2013-08-01,TUCUMAN,A,3203
2013-08-01,TUCUMAN,B,11282
2013-08-01,TUCUMAN,C,8904
2013-08-01,TUCUMAN,D,13941
2013-08-01,TUCUMAN,E,8678
2013-08-01,TUCUMAN,F,4105
2013-08-01,TUCUMAN,G,6188
2013-08-01,TUCUMAN,H,8724
2013-08-01,TUCUMAN,I,3894
2013-08-01,TUCUMAN,J,9389
2013-08-01,TUCUMAN,K,10621
2013-08-01,TUCUMAN,L,6096
2013-08-01,TUCUMAN,M,5654
2013-08-01,TUCUMAN,N,4551
2013-08-01,TUCUMAN,O,6174
2013-08-01,TUCUMAN,P,7790
2013-08-01,TUCUMAN,Q,6327
2013-08-01,TUCUMAN,R,5480
2013-08-01,TUCUMAN,S,6041
2013-09-01,BUENOS AIRES,A,5673
2013-09-01,BUENOS AIRES,B,16769
2013-09-01,BUENOS AIRES,C,10809
2013-09-01,BUENOS AIRES,D,20069
2013-09-01,BUENOS AIRES,E,12627
2013-09-01,BUENOS AIRES,F,6349
2013-09-01,BUENOS AIRES,G,7762
2013-09-01,BUENOS AIRES,H,10777
2013-09-01,BUENOS AIRES,I,4795
2013-09-01,BUENOS AIRES,J,12093
2013-09-01,BUENOS AIRES,K,16105
2013-09-01,BUENOS AIRES,L,6307
2013-09-01,BUENOS AIRES,M,7197
2013-09-01,BUENOS AIRES,N,6147
2013-09-01,BUENOS AIRES,O,9016
2013-09-01,BUENOS AIRES,P,5324
2013-09-01,BUENOS AIRES,Q,7537
2013-09-01,BUENOS AIRES,R,6354
2013-09-01,BUENOS AIRES,S,6721
2013-09-01,BUENOS AIRES,Z,10583
2013-09-01,CAPITAL FEDERAL,A,11962
2013-09-01,CAPITAL FEDERAL,B,35834
2013-09-01,CAPITAL FEDERAL,C,10735
2013-09-01,CAPITAL FEDERAL,D,22556
2013-09-01,CAPITAL FEDERAL,E,15958
2013-09-01,CAPITAL FEDERAL,F,7660
2013-09-01,CAPITAL FEDERAL,G,8886
2013-09-01,CAPITAL FEDERAL,H,12249
2013-09-01,CAPITAL FEDERAL,I,5643
2013-09-01,CAPITAL FEDERAL,J,13744
2013-09-01,CAPITAL FEDERAL,K,16145
2013-09-01,CAPITAL FEDERAL,L,7664
2013-09-01,CAPITAL FEDERAL,M,10804
2013-09-01,CAPITAL FEDERAL,N,6848
2013-09-01,CAPITAL FEDERAL,O,12695
2013-09-01,CAPITAL FEDERAL,P,6572
2013-09-01,CAPITAL FEDERAL,Q,11700
2013-09-01,CAPITAL FEDERAL,R,8831
2013-09-01,CAPITAL FEDERAL,S,8276
2013-09-01,CAPITAL FEDERAL,Z,12065
2013-09-01,CATAMARCA,A,4672
2013-09-01,CATAMARCA,B,21438
2013-09-01,CATAMARCA,C,8394
2013-09-01,CATAMARCA,D,20233
2013-09-01,CATAMARCA,E,8480
2013-09-01,CATAMARCA,F,6344
2013-09-01,CATAMARCA,G,5846
2013-09-01,CATAMARCA,H,9121
2013-09-01,CATAMARCA,I,5247
2013-09-01,CATAMARCA,J,8547
2013-09-01,CATAMARCA,K,9424
2013-09-01,CATAMARCA,L,4799
2013-09-01,CATAMARCA,M,6530
2013-09-01,CATAMARCA,N,5662
2013-09-01,CATAMARCA,O,7044
2013-09-01,CATAMARCA,P,7178
2013-09-01,CATAMARCA,Q,5445
2013-09-01,CATAMARCA,R,3430
2013-09-01,CATAMARCA,S,5559
2013-09-01,CHACO,A,4267
2013-09-01,CHACO,B,15385
2013-09-01,CHACO,C,6943
2013-09-01,CHACO,D,17865
2013-09-01,CHACO,E,9642
2013-09-01,CHACO,F,5270
2013-09-01,CHACO,G,6642
2013-09-01,CHACO,H,9978
2013-09-01,CHACO,I,5002
2013-09-01,CHACO,J,11372
2013-09-01,CHACO,K,16881
2013-09-01,CHACO,L,6428
2013-09-01,CHACO,M,6778
2013-09-01,CHACO,N,5500
2013-09-01,CHACO,O,8743
2013-09-01,CHACO,P,6419
2013-09-01,CHACO,Q,6638
2013-09-01,CHACO,R,6777
2013-09-01,CHACO,S,6400
2013-09-01,CHACO,Z,7536
2013-09-01,CHUBUT,A,10921
2013-09-01,CHUBUT,B,29972
2013-09-01,CHUBUT,C,14788
2013-09-01,CHUBUT,D,24864
2013-09-01,CHUBUT,E,9940
2013-09-01,CHUBUT,F,11183
2013-09-01,CHUBUT,G,9254
2013-09-01,CHUBUT,H,12773
2013-09-01,CHUBUT,I,6798
2013-09-01,CHUBUT,J,12714
2013-09-01,CHUBUT,K,17503
2013-09-01,CHUBUT,L,7499
2013-09-01,CHUBUT,M,9300
2013-09-01,CHUBUT,N,9682
2013-09-01,CHUBUT,O,11189
2013-09-01,CHUBUT,P,9962
2013-09-01,CHUBUT,Q,8834
2013-09-01,CHUBUT,R,9248
2013-09-01,CHUBUT,S,7886
2013-09-01,CHUBUT,Z,4931
2013-09-01,CORDOBA,A,5016
2013-09-01,CORDOBA,B,8569
2013-09-01,CORDOBA,C,9747
2013-09-01,CORDOBA,D,17136
2013-09-01,CORDOBA,E,12549
2013-09-01,CORDOBA,F,5434
2013-09-01,CORDOBA,G,6955
2013-09-01,CORDOBA,H,9138
2013-09-01,CORDOBA,I,4273
2013-09-01,CORDOBA,J,10921
2013-09-01,CORDOBA,K,13656
2013-09-01,CORDOBA,L,5939
2013-09-01,CORDOBA,M,6703
2013-09-01,CORDOBA,N,5666
2013-09-01,CORDOBA,O,9632
2013-09-01,CORDOBA,P,6712
2013-09-01,CORDOBA,Q,6972
2013-09-01,CORDOBA,R,8228
2013-09-01,CORDOBA,S,7173
2013-09-01,CORDOBA,Z,8226
2013-09-01,CORRIENTES,A,4538
2013-09-01,CORRIENTES,B,6859
2013-09-01,CORRIENTES,C,7687
2013-09-01,CORRIENTES,D,15540
2013-09-01,CORRIENTES,E,9038
2013-09-01,CORRIENTES,F,5674
2013-09-01,CORRIENTES,G,6171
2013-09-01,CORRIENTES,H,8764
2013-09-01,CORRIENTES,I,4600
2013-09-01,CORRIENTES,J,9460
2013-09-01,CORRIENTES,K,13349
2013-09-01,CORRIENTES,L,5416
2013-09-01,CORRIENTES,M,6807
2013-09-01,CORRIENTES,N,4582
2013-09-01,CORRIENTES,O,7927
2013-09-01,CORRIENTES,P,7398
2013-09-01,CORRIENTES,Q,6941
2013-09-01,CORRIENTES,R,7647
2013-09-01,CORRIENTES,S,5751
2013-09-01,CORRIENTES,Z,9744
2013-09-01,ENTRE RIOS,A,4418
2013-09-01,ENTRE RIOS,B,9250
2013-09-01,ENTRE RIOS,C,8085
2013-09-01,ENTRE RIOS,D,19955
2013-09-01,ENTRE RIOS,E,6000
2013-09-01,ENTRE RIOS,F,5946
2013-09-01,ENTRE RIOS,G,6630
2013-09-01,ENTRE RIOS,H,9248
2013-09-01,ENTRE RIOS,I,4435
2013-09-01,ENTRE RIOS,J,9984
2013-09-01,ENTRE RIOS,K,12642
2013-09-01,ENTRE RIOS,L,5594
2013-09-01,ENTRE RIOS,M,6036
2013-09-01,ENTRE RIOS,N,5190
2013-09-01,ENTRE RIOS,O,7486
2013-09-01,ENTRE RIOS,P,5105
2013-09-01,ENTRE RIOS,Q,7079
2013-09-01,ENTRE RIOS,R,6234
2013-09-01,ENTRE RIOS,S,6623
2013-09-01,ENTRE RIOS,Z,15025
2013-09-01,FORMOSA,A,4331
2013-09-01,FORMOSA,B,12496
2013-09-01,FORMOSA,C,8126
2013-09-01,FORMOSA,D,13794
2013-09-01,FORMOSA,E,8695
2013-09-01,FORMOSA,F,5280
2013-09-01,FORMOSA,G,6199
2013-09-01,FORMOSA,H,9379
2013-09-01,FORMOSA,I,5563
2013-09-01,FORMOSA,J,8892
2013-09-01,FORMOSA,K,13661
2013-09-01,FORMOSA,L,6370
2013-09-01,FORMOSA,M,7960
2013-09-01,FORMOSA,N,5131
2013-09-01,FORMOSA,O,7644
2013-09-01,FORMOSA,P,7636
2013-09-01,FORMOSA,Q,5828
2013-09-01,FORMOSA,R,5423
2013-09-01,FORMOSA,S,5818
2013-09-01,JUJUY,A,3315
2013-09-01,JUJUY,B,12960
2013-09-01,JUJUY,C,9741
2013-09-01,JUJUY,D,15149
2013-09-01,JUJUY,E,9010
2013-09-01,JUJUY,F,5721
2013-09-01,JUJUY,G,6552
2013-09-01,JUJUY,H,9359
2013-09-01,JUJUY,I,4758
2013-09-01,JUJUY,J,8660
2013-09-01,JUJUY,K,11427
2013-09-01,JUJUY,L,5878
2013-09-01,JUJUY,M,6802
2013-09-01,JUJUY,N,4727
2013-09-01,JUJUY,O,6185
2013-09-01,JUJUY,P,6984
2013-09-01,JUJUY,Q,6328
2013-09-01,JUJUY,R,6426
2013-09-01,JUJUY,S,6098
2013-09-01,JUJUY,Z,1330
2013-09-01,LA PAMPA,A,4834
2013-09-01,LA PAMPA,B,12989
2013-09-01,LA PAMPA,C,7377
2013-09-01,LA PAMPA,D,14220
2013-09-01,LA PAMPA,E,12216
2013-09-01,LA PAMPA,F,7203
2013-09-01,LA PAMPA,G,7153
2013-09-01,LA PAMPA,H,10549
2013-09-01,LA PAMPA,I,4624
2013-09-01,LA PAMPA,J,11314
2013-09-01,LA PAMPA,K,17552
2013-09-01,LA PAMPA,L,5270
2013-09-01,LA PAMPA,M,6581
2013-09-01,LA PAMPA,N,5348
2013-09-01,LA PAMPA,O,10792
2013-09-01,LA PAMPA,P,8890
2013-09-01,LA PAMPA,Q,6286
2013-09-01,LA PAMPA,R,9422
2013-09-01,LA PAMPA,S,6880
2013-09-01,LA RIOJA,A,4472
2013-09-01,LA RIOJA,B,5802
2013-09-01,LA RIOJA,C,8252
2013-09-01,LA RIOJA,D,14748
2013-09-01,LA RIOJA,E,7491
2013-09-01,LA RIOJA,F,5642
2013-09-01,LA RIOJA,G,6009
2013-09-01,LA RIOJA,H,8764
2013-09-01,LA RIOJA,I,4920
2013-09-01,LA RIOJA,J,9963
2013-09-01,LA RIOJA,K,11870
2013-09-01,LA RIOJA,L,4340
2013-09-01,LA RIOJA,M,6872
2013-09-01,LA RIOJA,N,5605
2013-09-01,LA RIOJA,O,5446
2013-09-01,LA RIOJA,P,7430
2013-09-01,LA RIOJA,Q,6024
2013-09-01,LA RIOJA,R,8576
2013-09-01,LA RIOJA,S,5525
2013-09-01,MENDOZA,A,3627
2013-09-01,MENDOZA,B,22182
2013-09-01,MENDOZA,C,7843
2013-09-01,MENDOZA,D,20553
2013-09-01,MENDOZA,E,10389
2013-09-01,MENDOZA,F,6203
2013-09-01,MENDOZA,G,6706
2013-09-01,MENDOZA,H,9397
2013-09-01,MENDOZA,I,4913
2013-09-01,MENDOZA,J,10452
2013-09-01,MENDOZA,K,12394
2013-09-01,MENDOZA,L,5748
2013-09-01,MENDOZA,M,7999
2013-09-01,MENDOZA,N,5217
2013-09-01,MENDOZA,O,8432
2013-09-01,MENDOZA,P,5857
2013-09-01,MENDOZA,Q,6924
2013-09-01,MENDOZA,R,5662
2013-09-01,MENDOZA,S,6158
2013-09-01,MENDOZA,Z,8312
2013-09-01,MISIONES,A,3075
2013-09-01,MISIONES,B,9438
2013-09-01,MISIONES,C,6018
2013-09-01,MISIONES,D,15762
2013-09-01,MISIONES,E,8930
2013-09-01,MISIONES,F,5319
2013-09-01,MISIONES,G,6462
2013-09-01,MISIONES,H,9349
2013-09-01,MISIONES,I,5630
2013-09-01,MISIONES,J,8200
2013-09-01,MISIONES,K,12317
2013-09-01,MISIONES,L,5936
2013-09-01,MISIONES,M,6222
2013-09-01,MISIONES,N,4554
2013-09-01,MISIONES,O,7802
2013-09-01,MISIONES,P,6475
2013-09-01,MISIONES,Q,6325
2013-09-01,MISIONES,R,7272
2013-09-01,MISIONES,S,6240
2013-09-01,MISIONES,Z,7883
2013-09-01,NEUQUEN,A,5293
2013-09-01,NEUQUEN,B,30689
2013-09-01,NEUQUEN,C,12155
2013-09-01,NEUQUEN,D,20463
2013-09-01,NEUQUEN,E,11622
2013-09-01,NEUQUEN,F,11158
2013-09-01,NEUQUEN,G,8289
2013-09-01,NEUQUEN,H,14995
2013-09-01,NEUQUEN,I,6510
2013-09-01,NEUQUEN,J,13071
2013-09-01,NEUQUEN,K,16537
2013-09-01,NEUQUEN,L,9674
2013-09-01,NEUQUEN,M,13890
2013-09-01,NEUQUEN,N,8156
2013-09-01,NEUQUEN,O,9327
2013-09-01,NEUQUEN,P,8935
2013-09-01,NEUQUEN,Q,9451
2013-09-01,NEUQUEN,R,8942
2013-09-01,NEUQUEN,S,11187
2013-09-01,NEUQUEN,Z,4448
2013-09-01,RIO NEGRO,A,4518
2013-09-01,RIO NEGRO,B,23629
2013-09-01,RIO NEGRO,C,9377
2013-09-01,RIO NEGRO,D,21119
2013-09-01,RIO NEGRO,E,11002
2013-09-01,RIO NEGRO,F,7666
2013-09-01,RIO NEGRO,G,7913
2013-09-01,RIO NEGRO,H,12325
2013-09-01,RIO NEGRO,I,6655
2013-09-01,RIO NEGRO,J,11959
2013-09-01,RIO NEGRO,K,13118
2013-09-01,RIO NEGRO,L,8210
2013-09-01,RIO NEGRO,M,9179
2013-09-01,RIO NEGRO,N,6069
2013-09-01,RIO NEGRO,O,8438
2013-09-01,RIO NEGRO,P,6384
2013-09-01,RIO NEGRO,Q,8927
2013-09-01,RIO NEGRO,R,7797
2013-09-01,RIO NEGRO,S,7909
2013-09-01,RIO NEGRO,Z,5416
2013-09-01,SALTA,A,3638
2013-09-01,SALTA,B,16617
2013-09-01,SALTA,C,8349
2013-09-01,SALTA,D,18265
2013-09-01,SALTA,E,10539
2013-09-01,SALTA,F,5190
2013-09-01,SALTA,G,6430
2013-09-01,SALTA,H,10469
2013-09-01,SALTA,I,4914
2013-09-01,SALTA,J,10198
2013-09-01,SALTA,K,11106
2013-09-01,SALTA,L,5382
2013-09-01,SALTA,M,5759
2013-09-01,SALTA,N,5746
2013-09-01,SALTA,O,7763
2013-09-01,SALTA,P,5696
2013-09-01,SALTA,Q,6462
2013-09-01,SALTA,R,5506
2013-09-01,SALTA,S,4885
2013-09-01,SALTA,Z,6198
2013-09-01,SAN JUAN,A,4090
2013-09-01,SAN JUAN,B,17476
2013-09-01,SAN JUAN,C,8161
2013-09-01,SAN JUAN,D,14940
2013-09-01,SAN JUAN,E,13068
2013-09-01,SAN JUAN,F,11580
2013-09-01,SAN JUAN,G,6572
2013-09-01,SAN JUAN,H,9744
2013-09-01,SAN JUAN,I,8507
2013-09-01,SAN JUAN,J,8317
2013-09-01,SAN JUAN,K,11060
2013-09-01,SAN JUAN,L,5147
2013-09-01,SAN JUAN,M,6650
2013-09-01,SAN JUAN,N,5336
2013-09-01,SAN JUAN,O,7611
2013-09-01,SAN JUAN,P,7787
2013-09-01,SAN JUAN,Q,6614
2013-09-01,SAN JUAN,R,6736
2013-09-01,SAN JUAN,S,5437
2013-09-01,SAN JUAN,Z,4621
2013-09-01,SAN LUIS,A,5940
2013-09-01,SAN LUIS,B,9516
2013-09-01,SAN LUIS,C,10794
2013-09-01,SAN LUIS,D,15840
2013-09-01,SAN LUIS,E,6981
2013-09-01,SAN LUIS,F,5692
2013-09-01,SAN LUIS,G,6349
2013-09-01,SAN LUIS,H,9498
2013-09-01,SAN LUIS,I,4410
2013-09-01,SAN LUIS,J,9019
2013-09-01,SAN LUIS,K,11629
2013-09-01,SAN LUIS,L,7342
2013-09-01,SAN LUIS,M,6047
2013-09-01,SAN LUIS,N,5985
2013-09-01,SAN LUIS,O,7484
2013-09-01,SAN LUIS,P,7038
2013-09-01,SAN LUIS,Q,6080
2013-09-01,SAN LUIS,R,7120
2013-09-01,SAN LUIS,S,6337
2013-09-01,SANTA CRUZ,A,19987
2013-09-01,SANTA CRUZ,B,27310
2013-09-01,SANTA CRUZ,C,15253
2013-09-01,SANTA CRUZ,D,25104
2013-09-01,SANTA CRUZ,E,17642
2013-09-01,SANTA CRUZ,F,16924
2013-09-01,SANTA CRUZ,G,9390
2013-09-01,SANTA CRUZ,H,16914
2013-09-01,SANTA CRUZ,I,8242
2013-09-01,SANTA CRUZ,J,13497
2013-09-01,SANTA CRUZ,K,16071
2013-09-01,SANTA CRUZ,L,11657
2013-09-01,SANTA CRUZ,M,11487
2013-09-01,SANTA CRUZ,N,9169
2013-09-01,SANTA CRUZ,O,16611
2013-09-01,SANTA CRUZ,P,9585
2013-09-01,SANTA CRUZ,Q,10107
2013-09-01,SANTA CRUZ,R,10383
2013-09-01,SANTA CRUZ,S,9006
2013-09-01,SANTA CRUZ,Z,8639
2013-09-01,SANTA FE,A,5270
2013-09-01,SANTA FE,B,16509
2013-09-01,SANTA FE,C,9595
2013-09-01,SANTA FE,D,17200
2013-09-01,SANTA FE,E,12220
2013-09-01,SANTA FE,F,5415
2013-09-01,SANTA FE,G,7158
2013-09-01,SANTA FE,H,9507
2013-09-01,SANTA FE,I,4243
2013-09-01,SANTA FE,J,10877
2013-09-01,SANTA FE,K,15045
2013-09-01,SANTA FE,L,5909
2013-09-01,SANTA FE,M,6252
2013-09-01,SANTA FE,N,5743
2013-09-01,SANTA FE,O,9878
2013-09-01,SANTA FE,P,6338
2013-09-01,SANTA FE,Q,7798
2013-09-01,SANTA FE,R,7516
2013-09-01,SANTA FE,S,7509
2013-09-01,SANTA FE,Z,8437
2013-09-01,SANTIAGO DEL ESTERO,A,4538
2013-09-01,SANTIAGO DEL ESTERO,B,6635
2013-09-01,SANTIAGO DEL ESTERO,C,6313
2013-09-01,SANTIAGO DEL ESTERO,D,15247
2013-09-01,SANTIAGO DEL ESTERO,E,8806
2013-09-01,SANTIAGO DEL ESTERO,F,6193
2013-09-01,SANTIAGO DEL ESTERO,G,5685
2013-09-01,SANTIAGO DEL ESTERO,H,9315
2013-09-01,SANTIAGO DEL ESTERO,I,4822
2013-09-01,SANTIAGO DEL ESTERO,J,9556
2013-09-01,SANTIAGO DEL ESTERO,K,11085
2013-09-01,SANTIAGO DEL ESTERO,L,6492
2013-09-01,SANTIAGO DEL ESTERO,M,5627
2013-09-01,SANTIAGO DEL ESTERO,N,4907
2013-09-01,SANTIAGO DEL ESTERO,O,5475
2013-09-01,SANTIAGO DEL ESTERO,P,5415
2013-09-01,SANTIAGO DEL ESTERO,Q,5228
2013-09-01,SANTIAGO DEL ESTERO,R,6004
2013-09-01,SANTIAGO DEL ESTERO,S,5409
2013-09-01,TIERRA DEL FUEGO,A,11618
2013-09-01,TIERRA DEL FUEGO,B,30953
2013-09-01,TIERRA DEL FUEGO,C,20024
2013-09-01,TIERRA DEL FUEGO,D,31193
2013-09-01,TIERRA DEL FUEGO,E,16824
2013-09-01,TIERRA DEL FUEGO,F,10068
2013-09-01,TIERRA DEL FUEGO,G,12139
2013-09-01,TIERRA DEL FUEGO,H,12404
2013-09-01,TIERRA DEL FUEGO,I,8953
